Source,Target,Weight,Season
HENRY,AURORA,,5
HENRY,MULAN,,5
HENRY,PRINCE_PHILIP,,5
HENRY,WRAITH,,5
HENRY,LANCELOT,,5
HENRY,MILAH,,5
HENRY,SMEE,,5
HENRY,IGOR,,5
HENRY,VICTOR_FRANKENSTEIN,,5
HENRY,ANTON,,5
HENRY,ANITA_LUCAS,,5
HENRY,QUINN,,5
HENRY,CLAUDE,,5
HENRY,GREG_MENDELL,,5
HENRY,ALPHONSE_FRANKENSTEIN,,5
HENRY,GERHARDT_FRANKENSTEIN,,5
HENRY,ABRAHAM,,5
HENRY,ARLO,,5
HENRY,JACK,,5
HENRY,SEER,,5
HENRY,QUEEN_EVA,,5
HENRY,JOHANNA,,5
HENRY,TAMARA,,5
HENRY,KING_XAVIER,,5
HENRY,KURT_FLYNN,,5
HENRY,THE_DRAGON,,5
HENRY,SHERIFF_OF_NOTTINGHAM,,5
HENRY,MARIAN,,5
HENRY,ROBIN_HOOD,,5
HENRY,JOHN_DARLING,,5
HENRY,MICHAEL_DARLING,,5
HENRY,THE_SHADOW,,5
HENRY,WENDY,,5
HENRY,FELIX,,5
HENRY,TINKER_BELL,,5
HENRY,LIAM,,5
HENRY,DEVIN,,5
HENRY,ARIEL,,5
HENRY,URSULA,,5
HENRY,PRINCE_ERIC,,5
HENRY,ADOPTION_AGENT,,5
HENRY,MALCOLM,,5
HENRY,SHADOW,,5
HENRY,WALSH,,5
HENRY,RAPUNZEL,,5
HENRY,LUMIERE,,5
HENRY,BLACK_BEARD,,5
HENRY,JONATHAN,,5
HENRY,PRINCE_LEOPOLD,,5
HENRY,GLINDA,,5
HENRY,DOROTHY,,5
HENRY,ANNA,,5
HENRY,GERDA,,5
HENRY,GRAND_PABBIE,,5
HENRY,KRISTOFF,,5
HENRY,SVEN,,5
HENRY,BO_PEEP,,5
HENRY,INGRID,,5
HENRY,HANS,,5
HENRY,WILL_SCARLET,,5
HENRY,APPRENTICE,,5
HENRY,LILY_PAGE,,5
HENRY,LILYS_ADOPTIVE_FATHER,,5
HENRY,COLETTE,,5
HENRY,DUKE_OF_WESELTON,,5
HENRY,HELGA,,5
HENRY,MADAME_FAUSTINA,,5
HENRY,CRUELLA_DE_VIL,,5
HENRY,KING_STEFAN,,5
HENRY,POSEIDON,,5
HENRY,ISAAC_HELLER,,5
HENRY,MADELINE,,5
HENRY,MERLIN,,5
HENRY,KING_ARTHUR,,5
HENRY,SIR_KAY,,5
HENRY,MERIDA,,5
HENRY,PERCIVAL,,5
HENRY,GUINEVERE,,5
HENRY,VIOLET_MORGAN,,5
HENRY,GRIF,,5
HENRY,SIR_HANK_MORGAN,,5
HENRY,NIMUE,,5
HENRY,LORD_MACINTOSH,,5
HENRY,VORTIGAN,,5
HENRY,QUEEN_ELINOR,,5
HENRY,KING_FERGUS,,5
HENRY,WITCH,,5
HENRY,BRENNAN_JONES,,5
HENRY,LIAM,,5
HENRY,HADES,,5
HENRY,HERCULES,,5
HENRY,MEGARA,,5
HENRY,FENDRAKE_THE_HEALER,,5
HENRY,CAPTAIN_SILVER,,5
HENRY,CLEO_FOX,,5
HENRY,ZEUS,,5
HENRY,DR_JEKYLL,,5
HENRY,ORDERLY,,5
HENRY,MR_HYDE,,5
HENRY,EVIL_QUEEN_SERUM,,5
REGINA,RUMPLE,,5
REGINA,SNOW,,5
REGINA,HOOK,,5
REGINA,PAN,,5
REGINA,ZELENA,,5
REGINA,PINOCCHIO,,5
REGINA,JIMINY,,5
REGINA,HUNTSMAN,,5
REGINA,RUBY,,5
REGINA,MIRROR,,5
REGINA,GRANNY,,5
REGINA,GRUMPY,,5
REGINA,GEORGE,,5
REGINA,ABIGAIL,,5
REGINA,CINDERELLA,,5
REGINA,THOMAS,,5
REGINA,WHALE,,5
REGINA,GEPPETTO,,5
REGINA,BLUE,,5
REGINA,JEFFERSON,,5
REGINA,MALEFICENT,,5
REGINA,PRINCE_HENRY,,5
REGINA,KING,,5
REGINA,MARTIN,,5
REGINA,MYRNA,,5
REGINA,RUTH,,5
REGINA,MIDAS,,5
REGINA,ZOSO,,5
REGINA,BEALFIRE,,5
REGINA,HORDOR,,5
REGINA,BLIND_WITCH,,5
REGINA,HANSEL,,5
REGINA,GRETEL,,5
REGINA,WOODCUTTER,,5
REGINA,THATCHER,,5
REGINA,STEALTHY,,5
REGINA,LEOPOLD,,5
REGINA,MAURICE,,5
REGINA,NOVA,,5
REGINA,TOMKINS,,5
REGINA,PETER,,5
REGINA,DANIEL,,5
REGINA,CORA,,5
REGINA,AURORA,,5
REGINA,MULAN,,5
REGINA,PRINCE_PHILIP,,5
REGINA,WRAITH,,5
REGINA,LANCELOT,,5
REGINA,MILAH,,5
