Source,Target,Weight,Season
REGINA,DOROTHY,,4
REGINA,ANNA,,4
REGINA,GERDA,,4
REGINA,GRAND_PABBIE,,4
REGINA,KRISTOFF,,4
REGINA,SVEN,,4
REGINA,BO_PEEP,,4
REGINA,INGRID,,4
REGINA,HANS,,4
REGINA,WILL_SCARLET,,4
REGINA,APPRENTICE,,4
REGINA,LILY_PAGE,,4
REGINA,LILYS_ADOPTIVE_FATHER,,4
REGINA,COLETTE,,4
REGINA,DUKE_OF_WESELTON,,4
REGINA,HELGA,,4
REGINA,MADAME_FAUSTINA,,4
REGINA,CRUELLA_DE_VIL,,4
REGINA,KING_STEFAN,,4
REGINA,POSEIDON,,4
REGINA,ISAAC_HELLER,,4
REGINA,MADELINE,,4
REGINA,MERLIN,,4
RUMPLE,SNOW,,4
RUMPLE,HOOK,,4
RUMPLE,PAN,,4
RUMPLE,ZELENA,,4
RUMPLE,PINOCCHIO,,4
RUMPLE,JIMINY,,4
RUMPLE,HUNTSMAN,,4
RUMPLE,RUBY,,4
RUMPLE,MIRROR,,4
RUMPLE,GRANNY,,4
RUMPLE,GRUMPY,,4
RUMPLE,GEORGE,,4
RUMPLE,ABIGAIL,,4
RUMPLE,CINDERELLA,,4
RUMPLE,THOMAS,,4
RUMPLE,WHALE,,4
RUMPLE,GEPPETTO,,4
RUMPLE,BLUE,,4
RUMPLE,JEFFERSON,,4
RUMPLE,MALEFICENT,,4
RUMPLE,PRINCE_HENRY,,4
RUMPLE,KING,,4
RUMPLE,MARTIN,,4
RUMPLE,MYRNA,,4
RUMPLE,RUTH,,4
RUMPLE,MIDAS,,4
RUMPLE,ZOSO,,4
RUMPLE,BEALFIRE,,4
RUMPLE,HORDOR,,4
RUMPLE,BLIND_WITCH,,4
RUMPLE,HANSEL,,4
RUMPLE,GRETEL,,4
RUMPLE,WOODCUTTER,,4
RUMPLE,THATCHER,,4
RUMPLE,STEALTHY,,4
RUMPLE,LEOPOLD,,4
RUMPLE,MAURICE,,4
RUMPLE,NOVA,,4
RUMPLE,TOMKINS,,4
RUMPLE,PETER,,4
RUMPLE,DANIEL,,4
RUMPLE,CORA,,4
RUMPLE,AURORA,,4
RUMPLE,MULAN,,4
RUMPLE,PRINCE_PHILIP,,4
RUMPLE,WRAITH,,4
RUMPLE,LANCELOT,,4
RUMPLE,MILAH,,4
RUMPLE,SMEE,,4
RUMPLE,IGOR,,4
RUMPLE,VICTOR_FRANKENSTEIN,,4
RUMPLE,ANTON,,4
RUMPLE,ANITA_LUCAS,,4
RUMPLE,QUINN,,4
RUMPLE,CLAUDE,,4
RUMPLE,GREG_MENDELL,,4
RUMPLE,ALPHONSE_FRANKENSTEIN,,4
RUMPLE,GERHARDT_FRANKENSTEIN,,4
RUMPLE,ABRAHAM,,4
RUMPLE,ARLO,,4
RUMPLE,JACK,,4
RUMPLE,SEER,,4
RUMPLE,QUEEN_EVA,,4
RUMPLE,JOHANNA,,4
RUMPLE,TAMARA,,4
RUMPLE,KING_XAVIER,,4
RUMPLE,KURT_FLYNN,,4
RUMPLE,THE_DRAGON,,4
RUMPLE,SHERIFF_OF_NOTTINGHAM,,4
RUMPLE,MARIAN,,4
RUMPLE,ROBIN_HOOD,,4
RUMPLE,JOHN_DARLING,,4
RUMPLE,MICHAEL_DARLING,,4
RUMPLE,THE_SHADOW,,4
RUMPLE,WENDY,,4
RUMPLE,FELIX,,4
RUMPLE,TINKER_BELL,,4
RUMPLE,LIAM,,4
RUMPLE,DEVIN,,4
RUMPLE,ARIEL,,4
RUMPLE,URSULA,,4
RUMPLE,PRINCE_ERIC,,4
RUMPLE,ADOPTION_AGENT,,4
RUMPLE,MALCOLM,,4
RUMPLE,SHADOW,,4
RUMPLE,WALSH,,4
RUMPLE,RAPUNZEL,,4
RUMPLE,LUMIERE,,4
RUMPLE,BLACK_BEARD,,4
RUMPLE,JONATHAN,,4
RUMPLE,PRINCE_LEOPOLD,,4
RUMPLE,GLINDA,,4
RUMPLE,DOROTHY,,4
RUMPLE,ANNA,,4
RUMPLE,GERDA,,4
RUMPLE,GRAND_PABBIE,,4
RUMPLE,KRISTOFF,,4
RUMPLE,SVEN,,4
RUMPLE,BO_PEEP,,4
RUMPLE,INGRID,,4
RUMPLE,HANS,,4
RUMPLE,WILL_SCARLET,,4
RUMPLE,APPRENTICE,,4
RUMPLE,LILY_PAGE,,4
RUMPLE,LILYS_ADOPTIVE_FATHER,,4
RUMPLE,COLETTE,,4
RUMPLE,DUKE_OF_WESELTON,,4
RUMPLE,HELGA,,4
RUMPLE,MADAME_FAUSTINA,,4
RUMPLE,CRUELLA_DE_VIL,,4
RUMPLE,KING_STEFAN,,4
RUMPLE,POSEIDON,,4
RUMPLE,ISAAC_HELLER,,4
RUMPLE,MADELINE,,4
RUMPLE,MERLIN,,4
SNOW,HOOK,,4
SNOW,PAN,,4
SNOW,ZELENA,,4
SNOW,PINOCCHIO,,4
SNOW,JIMINY,,4
SNOW,HUNTSMAN,,4
SNOW,RUBY,,4
SNOW,MIRROR,,4
SNOW,GRANNY,,4
SNOW,GRUMPY,,4
SNOW,GEORGE,,4
SNOW,ABIGAIL,,4
SNOW,CINDERELLA,,4
SNOW,THOMAS,,4
SNOW,WHALE,,4
SNOW,GEPPETTO,,4
SNOW,BLUE,,4
SNOW,JEFFERSON,,4
SNOW,MALEFICENT,,4
SNOW,PRINCE_HENRY,,4
SNOW,KING,,4
SNOW,MARTIN,,4
SNOW,MYRNA,,4
SNOW,RUTH,,4
SNOW,MIDAS,,4
SNOW,ZOSO,,4
SNOW,BEALFIRE,,4
SNOW,HORDOR,,4
SNOW,BLIND_WITCH,,4
SNOW,HANSEL,,4
SNOW,GRETEL,,4
SNOW,WOODCUTTER,,4
SNOW,THATCHER,,4
SNOW,STEALTHY,,4
SNOW,LEOPOLD,,4
SNOW,MAURICE,,4
SNOW,NOVA,,4
SNOW,TOMKINS,,4
SNOW,PETER,,4
SNOW,DANIEL,,4
SNOW,CORA,,4
SNOW,AURORA,,4
SNOW,MULAN,,4
SNOW,PRINCE_PHILIP,,4
SNOW,WRAITH,,4
SNOW,LANCELOT,,4
SNOW,MILAH,,4
SNOW,SMEE,,4
SNOW,IGOR,,4
SNOW,VICTOR_FRANKENSTEIN,,4
SNOW,ANTON,,4
SNOW,ANITA_LUCAS,,4
SNOW,QUINN,,4
SNOW,CLAUDE,,4
SNOW,GREG_MENDELL,,4
SNOW,ALPHONSE_FRANKENSTEIN,,4
SNOW,GERHARDT_FRANKENSTEIN,,4
SNOW,ABRAHAM,,4
SNOW,ARLO,,4
SNOW,JACK,,4
SNOW,SEER,,4
SNOW,QUEEN_EVA,,4
SNOW,JOHANNA,,4
SNOW,TAMARA,,4
SNOW,KING_XAVIER,,4
SNOW,KURT_FLYNN,,4
SNOW,THE_DRAGON,,4
SNOW,SHERIFF_OF_NOTTINGHAM,,4
SNOW,MARIAN,,4
SNOW,ROBIN_HOOD,,4
SNOW,JOHN_DARLING,,4
SNOW,MICHAEL_DARLING,,4
SNOW,THE_SHADOW,,4
SNOW,WENDY,,4
SNOW,FELIX,,4
SNOW,TINKER_BELL,,4
SNOW,LIAM,,4
SNOW,DEVIN,,4
SNOW,ARIEL,,4
SNOW,URSULA,,4
SNOW,PRINCE_ERIC,,4
SNOW,ADOPTION_AGENT,,4
SNOW,MALCOLM,,4
SNOW,SHADOW,,4
SNOW,WALSH,,4
SNOW,RAPUNZEL,,4
SNOW,LUMIERE,,4
SNOW,BLACK_BEARD,,4
SNOW,JONATHAN,,4
SNOW,PRINCE_LEOPOLD,,4
SNOW,GLINDA,,4
SNOW,DOROTHY,,4
SNOW,ANNA,,4
SNOW,GERDA,,4
SNOW,GRAND_PABBIE,,4
SNOW,KRISTOFF,,4
SNOW,SVEN,,4
SNOW,BO_PEEP,,4
SNOW,INGRID,,4
SNOW,HANS,,4
SNOW,WILL_SCARLET,,4
SNOW,APPRENTICE,,4
SNOW,LILY_PAGE,,4
SNOW,LILYS_ADOPTIVE_FATHER,,4
SNOW,COLETTE,,4
SNOW,DUKE_OF_WESELTON,,4
SNOW,HELGA,,4
SNOW,MADAME_FAUSTINA,,4
SNOW,CRUELLA_DE_VIL,,4
SNOW,KING_STEFAN,,4
SNOW,POSEIDON,,4
SNOW,ISAAC_HELLER,,4
SNOW,MADELINE,,4
SNOW,MERLIN,,4
HOOK,PAN,,4
HOOK,ZELENA,,4
HOOK,PINOCCHIO,,4
HOOK,JIMINY,,4
HOOK,HUNTSMAN,,4
HOOK,RUBY,,4
HOOK,MIRROR,,4
HOOK,GRANNY,,4
HOOK,GRUMPY,,4
HOOK,GEORGE,,4
HOOK,ABIGAIL,,4
HOOK,CINDERELLA,,4
HOOK,THOMAS,,4
HOOK,WHALE,,4
HOOK,GEPPETTO,,4
HOOK,BLUE,,4
HOOK,JEFFERSON,,4
HOOK,MALEFICENT,,4
HOOK,PRINCE_HENRY,,4
HOOK,KING,,4
HOOK,MARTIN,,4
HOOK,MYRNA,,4
HOOK,RUTH,,4
HOOK,MIDAS,,4
HOOK,ZOSO,,4
HOOK,BEALFIRE,,4
HOOK,HORDOR,,4
HOOK,BLIND_WITCH,,4
HOOK,HANSEL,,4
HOOK,GRETEL,,4
HOOK,WOODCUTTER,,4
HOOK,THATCHER,,4
HOOK,STEALTHY,,4
HOOK,LEOPOLD,,4
HOOK,MAURICE,,4
HOOK,NOVA,,4
HOOK,TOMKINS,,4
HOOK,PETER,,4
HOOK,DANIEL,,4
HOOK,CORA,,4
HOOK,AURORA,,4
HOOK,MULAN,,4
HOOK,PRINCE_PHILIP,,4
HOOK,WRAITH,,4
HOOK,LANCELOT,,4
HOOK,MILAH,,4
HOOK,SMEE,,4
HOOK,IGOR,,4
HOOK,VICTOR_FRANKENSTEIN,,4
HOOK,ANTON,,4
HOOK,ANITA_LUCAS,,4
HOOK,QUINN,,4
HOOK,CLAUDE,,4
HOOK,GREG_MENDELL,,4
HOOK,ALPHONSE_FRANKENSTEIN,,4
HOOK,GERHARDT_FRANKENSTEIN,,4
HOOK,ABRAHAM,,4
HOOK,ARLO,,4
HOOK,JACK,,4
HOOK,SEER,,4
HOOK,QUEEN_EVA,,4
