Source,Target,Weight,Season
BELLE,DAVID,3,1
BELLE,REGINA,1,1
BELLE,RUMPLE,4,1
BELLE,JEFFERSON,2,1
DAVID,EMMA,5,1
DAVID,HENRY,5,1
DAVID,REGINA,1,1
DAVID,RUMPLE,2,1
DAVID,SNOW,6,1
DAVID,PINOCCHIO,2,1
DAVID,JIMINY,3,1
DAVID,HUNTSMAN,2,1
DAVID,RUBY,3,1
DAVID,GRANNY,3,1
DAVID,GRUMPY,3,1
DAVID,ABIGAIL,3,1
DAVID,CINDERELLA,2,1
DAVID,THOMAS,2,1
DAVID,WHALE,3,1
DAVID,GEPPETTO,2,1
DAVID,BLUE,2,1
DAVID,JEFFERSON,1,1
DAVID,RUTH,5,1
DAVID,HANSEL,2,1
DAVID,GRETEL,2,1
DAVID,WOODCUTTER,2,1
DAVID,THATCHER,3,1
EMMA,HENRY,,1
EMMA,REGINA,,1
EMMA,RUMPLE,,1
EMMA,SNOW,,1
EMMA,PINOCCHIO,,1
EMMA,JIMINY,,1
EMMA,HUNTSMAN,,1
EMMA,RUBY,,1
EMMA,MIRROR,,1
EMMA,GRANNY,,1
EMMA,GRUMPY,,1
EMMA,GEORGE,,1
EMMA,ABIGAIL,,1
EMMA,CINDERELLA,,1
EMMA,THOMAS,,1
EMMA,WHALE,,1
EMMA,GEPPETTO,,1
EMMA,BLUE,,1
EMMA,JEFFERSON,,1
EMMA,MALEFICENT,,1
EMMA,PRINCE_HENRY,,1
EMMA,KING,,1
EMMA,MARTIN,,1
EMMA,MYRNA,,1
EMMA,RUTH,,1
EMMA,MIDAS,,1
EMMA,ZOSO,,1
EMMA,BEALFIRE,,1
EMMA,HORDOR,,1
EMMA,BLIND_WITCH,,1
EMMA,HANSEL,,1
EMMA,GRETEL,,1
EMMA,WOODCUTTER,,1
EMMA,THATCHER,,1
EMMA,STEALTHY,,1
EMMA,LEOPOLD,,1
EMMA,MAURICE,,1
EMMA,NOVA,,1
EMMA,TOMKINS,,1
EMMA,PETER,,1
EMMA,DANIEL,,1
EMMA,CORA,,1
